date_maj,statut,nom,project_id_propose,iso3,secteur,phase,confiance,motifs,nb_signaux,nb_sources,montant_musd,acteurs,premiere_detection,derniere_maj,sources,signaux_json
2026-08-25,candidat,Dodoma Integrated and Sustainable Transport Project,DODOMAINTEGRATEDSUSTAINA_TZA,TZA,transport,FUNDING_APPROVED,74,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 62% · phase identifiee (FUNDING_APPROVED) · 8 acteur(s),2,1,112.0,"world bank, city council of dodoma, land transport regulatory authority, tanzania national roads agency, tanzania rural and urban roads agency, deep sea fishing authority, ministry of blue economy and fisheries, ministry of livestock and fisheries",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Dodoma Integrated and Sustainable Transport Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P176623"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Tanzania Scaling-up Sustainable Marine Fisheries and Aquaculture Management Project (TASFAM)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179969"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Balochistan Water Security and Productivity Improvement Project,BALOCHISTANWATERSECURITY_PAK,PAK,infrastructure,FUNDING_APPROVED,73,source officielle : Banque Mondiale (projets) (Banque de developpement) · 6 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 20% · phase identifiee (FUNDING_APPROVED) · 8 acteur(s),6,1,150.0,"world bank, planning and development department, balochistan irrigation department, public health engineering department, province of sindh, government of balochistan, ministry of finance, state bank of pakistan",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Balochistan Water Security and Productivity Improvement Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179227"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Pakistan Public Resources for Inclusive Development Multiphase Programmatic Approach: Phase 1-Sindh"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511459"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Sindh Flood Emergency Rehabilitation Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P506144"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Getting Results: Access and Delivery of Quality Education Services in Balochistan"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P507512"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Pakistan: Resilient and Accessible Microfinance (RAM) Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P181037"", ""phase"": """"}, {""titre"": ""Pakistan Raises Revenue"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508690"", ""phase"": """"}]"
2026-08-25,candidat,Uganda-Tanzania Interconnector Project,UGANDATANZANIAINTERCONNE_UGA,UGA,energie,FUNDING_APPROVED,73,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 80% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,250.0,"uganda electricity transmission company limited, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Uganda: Uganda-Tanzania Interconnector Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513494"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Zambia - Malawi Interconnector Project,ZAMBIAMALAWIINTERCONNECT_ZMB,ZMB,energie,FUNDING_APPROVED,73,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 78% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),1,1,43.0,"ministry of energy, zesco limited, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""RETRADE-SA MPA Phase 4: Zambia - Malawi Interconnector Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P515018"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Second Horn of Africa Gateway Development Project,SECONDHORNAFRICAGATEWAY_KEN,KEN,transport,FUNDING_APPROVED,72,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (FUNDING_APPROVED) · 7 acteur(s),2,1,290.0,"ict authority, kenya national highways authority, kenya revenue authority, national transport and safety authority, state department for roads, state department for transport, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""SECOND HORN OF AFRICA GATEWAY DEVELOPMENT PROJECT"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P515510"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Horn of Africa Gateway Development Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P514484"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Huila-Cunene Interconnection Project,HUILACUNENEINTERCONNECTI_AGO,AGO,energie,FUNDING_APPROVED,72,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 75% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,334.0,national transmission company (rnt),2026-08-24,2026-08-24,BMP,"[{""titre"": ""Huila-Cunene Interconnection Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P512716"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Chad Water Security and Resilience Project - PASER,CHADWATERSECURITYRESILIE_TCD,TCD,infrastructure,FUNDING_APPROVED,72,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 57% · phase identifiee (FUNDING_APPROVED) · 6 acteur(s),2,1,156.0,"world bank, chad urban water utility, ministry of environment fishing and sustainable development, ministry of water and energy, ministere des infrastructures, du desenclavement et de l'entretien routier, ministere des transports, de l'aviation civile",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Chad Water Security and Resilience Project - PASER"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P507957"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Chad Connectivity and Integration Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P180915"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Community and Local Development in Western Côte d'Ivoire Project,COMMUNITYLOCALINWESTERNC_CIV,CIV,infrastructure,FUNDING_APPROVED,72,source officielle : Banque Mondiale (projets) (Banque de developpement) · 5 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 15% · phase identifiee (FUNDING_APPROVED) · 5 acteur(s),5,1,400.0,"world bank, prime minister's office, minister of economy and finance, ministry of health, steering committee of economic governance program",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Community and Local Development in Western Côte d'Ivoire Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P507888"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Cote d'Ivoire Private Investment and Productive Jobs DPF1"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510901"", ""phase"": """"}, {""titre"": ""CIV Health, Nutrition & ECD MPA - Phase 2"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508716"", ""phase"": """"}, {""titre"": ""Cote d'Ivoire Public Resource Management for Jobs and Growth"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513144"", ""phase"": """"}, {""titre"": ""Côte d'Ivoire Health, Nutrition, and Early Childhood Development Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511756"", ""phase"": """"}]"
2026-08-25,candidat,CAR Inclusive and Resilient Cities Project,CARINCLUSIVERESILIENTCIT_CAF,CAF,infrastructure,FUNDING_APPROVED,72,source officielle : Banque Mondiale (projets) (Banque de developpement) · 5 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 15% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),5,1,100.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""CAR Inclusive and Resilient Cities Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511373"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Central African Republic (CAR) Emergency Food Crisis Response Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P515854"", ""phase"": """"}, {""titre"": ""CAR - Emergency Infrastructure and Connectivity Recovery Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508925"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Central African Republic Human Capital and Women and Girls' Empowerment (Maïngo) Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510632"", ""phase"": """"}, {""titre"": ""CAR Health Service Delivery and System Strengthening Project (SENI-Plus)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509689"", ""phase"": """"}]"
2026-08-25,candidat,Grand Nokoué Sustainable Urban Mobility Project,GRANDNOKOUESUSTAINABLEUR_BEN,BEN,transport,FUNDING_APPROVED,71,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 70% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,200.0,"world bank, société des infrastructures routières et de l'aménagement du territoire",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Grand Nokoué Sustainable Urban Mobility Project (GN-SUMP)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P180579"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Ethiopia Expressway Development Support Project,ETHIOPIAEXPRESSWAYSUPPOR_ETH,ETH,transport,FUNDING_APPROVED,71,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 72% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,37.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Ethiopia- Expressway Development Support Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511044"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Burundi Transport Resilience Project,BURUNDITRANSPORTRESILIEN_BDI,BDI,transport,FUNDING_APPROVED,71,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 70% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,5.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Burundi Transport Resilience Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511699"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Resilient connectivity and Urban Transport Accessibility Project,RESILIENTCONNECTIVITYURB_HTI,HTI,transport,CONSTRUCTION,70,source officielle : Banque Mondiale (projets) (Banque de developpement) · 3 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 48% · phase identifiee (CONSTRUCTION) · 1 acteur(s),3,1,0,unité centrale d'exécution,2026-06-30,2026-07-13,BM,"[{""titre"": ""Etudes portant sur l'amélioration de la mobilité urbaine du tronçon Barrière Bouteille / Centre-ville du Cap-Haïtien — Resilient connectivity and  Urban Transport Accessibility Project"", ""date"": ""2026-06-30"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00448309"", ""phase"": ""FEASIBILITY""}, {""titre"": ""SUPERVISION DES TRAVAUX DE RÉHABILTATION DU TRONÇON CAYES-TORBECK — Resilient connectivity and  Urban Transport Accessibility Project"", ""date"": ""2026-07-13"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455063"", ""phase"": ""CONSTRUCTION""}, {""titre"": ""SUPERVISION DE LA RÉHABILITATION DU TRONÇON DE ROUTE SUR LA RN3 ENTRE LE CARREFOUR MADELINE (SOS) ET LE CARREFOUR DE L’AÉROPORT, DANS LA COMMUNE DU CAP-HAÏTIEN (2388 MÈTRES) — Resilient connectivity and  Urban Transport Accessibility Project"", ""date"": ""2026-07-13"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455062"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Ghana Market Access and Connectivity Project,GHANAMARKETACCESSCONNECT_GHA,GHA,transport,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 65% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,500.0,"ministry of roads and highways, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Ghana Market Access and Connectivity Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P513708"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Uganda Cities and Municipalities Infrastructure Development,UGANDACITIESMUNICIPALITI_UGA,UGA,infrastructure,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 3 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 24% · phase identifiee (FUNDING_APPROVED) · 5 acteur(s),3,1,540.0,"world bank, ministry of lands, housing and urban development, ministry of education and sports, inspectorate of government, office of the prime minister",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Uganda Cities and Municipalities Infrastructure Development (UCMID)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511300"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Uganda Learning Acceleration Program (ULEARN)"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179397"", ""phase"": """"}, {""titre"": ""Northern Uganda Social Action Fund IV Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179904"", ""phase"": """"}]"
2026-08-25,candidat,Togo Transport Connectivity and Logistics Improvement Program,TOGOTRANSPORTCONNECTIVIT_TGO,TGO,transport,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 65% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),1,1,200.0,"ministry of transport, world bank",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Togo Transport Connectivity and Logistics Improvement Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508939"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Enhancing Connectivity in the Northern and Central Agricultural Production Areas of Senegal,ENHANCINGCONNECTIVITYINN_SEN,SEN,infrastructure,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 3 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 25% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),3,1,140.0,"world bank, ministry of finance and budget",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Enhancing Connectivity in the Northern and Central Agricultural Production Areas of Senegal"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P516438"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Strengthening Senegal’s Fiscal Sustainability Program"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510613"", ""phase"": """"}, {""titre"": ""Senegal Cadastre and Land Tenure Improvement Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P514112"", ""phase"": """"}]"
2026-08-25,candidat,Tajikistan Water Supply and Sanitation Investment Project,TAJIKISTANWATERSUPPLYSAN_TJK,TJK,infrastructure,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 4 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 23% · phase identifiee (FUNDING_APPROVED) · 2 acteur(s),4,1,100.0,"world bank, ministry of finance",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Tajikistan Water Supply and Sanitation Investment Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509750"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Second Competitive and Inclusive Tajikistan DPO"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508213"", ""phase"": """"}, {""titre"": ""First Competitive and Inclusive Tajikistan DPO"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P501015"", ""phase"": """"}, {""titre"": ""Tajikistan Socio-Economic Resilience Strengthening Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509252"", ""phase"": """"}]"
2026-08-25,candidat,Comoros National Water Resilience Project,COMOROSNATIONALWATERRESI_COM,COM,infrastructure,FUNDING_APPROVED,69,source officielle : Banque Mondiale (projets) (Banque de developpement) · 4 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 23% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),4,1,20.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Comoros National Water Resilience Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509144"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Comoros Solar Energy Access Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P508907"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Comoros Second Fiscal Management and Resilient Growth Development Policy Financing"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P181269"", ""phase"": """"}, {""titre"": ""Comoros Post-Kenneth Recovery and Resilience Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510727"", ""phase"": """"}]"
2026-08-25,candidat,Songo–Matambo Substation Extension and Upgrade,SONGOMATAMBOSUBSTATIONUP_MOZ,MOZ,energie,EPC_PROCUREMENT,68,source officielle : Banque africaine de developpement (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 80% · phase identifiee (EPC_PROCUREMENT) · 1 acteur(s),1,1,0,african development bank,2026-08-19,2026-08-19,AFDB,"[{""titre"": ""IFB - Mozambique - Design, Supply &amp; Installation, Commissioning and Handover of the Extension and Upgrade of Songo 220/400 kV Substation and Matambo 400 kV Substation - Songo–Matambo 400 kV Transmission Line Project"", ""date"": ""2026-08-19"", ""lien"": ""https://www.afdb.org/en/documents/ifb-mozambique-design-supply-installation-commissioning-and-handover-extension-and-upgrade-songo-220/400-kv-substation-and-matambo-400-kv-substation-songo-matambo-400-kv-transmission-line-project"", ""phase"": ""EPC_PROCUREMENT""}]"
2026-08-25,candidat,Mozambique Northern Urban Development Project,MOZAMBIQUENORTHERNURBAN_MOZ,MOZ,infrastructure,FUNDING_APPROVED,68,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 39% · phase identifiee (FUNDING_APPROVED) · 3 acteur(s),2,1,100.0,"world bank, ministry of education and culture, ministry of health",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Mozambique Northern Urban Development Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P510159"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Mozambique Human Development Integrated Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509826"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Projet Train Express Regional,TRAINEXPRESSREGIONAL_SEN,SEN,transport,FUNDING_APPROVED,67,source officielle : Banque africaine de developpement (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 75% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,0,african development bank,2026-08-06,2026-08-06,AFDB,"[{""titre"": ""PPM - Sénégal - Projet Train Express Regional (Simplifié)"", ""date"": ""2026-08-06"", ""lien"": ""https://www.afdb.org/en/documents/ppm-senegal-projet-train-express-regional-simplifie"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,Guinea Electricity Access Scale Up Project Phase 2,GUINEAELECTRICITYACCESSS_GIN,GIN,energie,FUNDING_APPROVED,67,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 37% · phase identifiee (FUNDING_APPROVED) · 4 acteur(s),2,1,200.0,"world bank, electricite de guinee, ministry of energy hydrolics and hydrocarbons, ministere de l'energie, de l'eau et des hydrocarbures",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Guinea Electricity Access Scale Up Project-Phase 2"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P511453"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Guinea Water and Sanitation Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179017"", ""phase"": """"}]"
2026-08-25,candidat,Tanzania Roads to Inclusion and Socioeconomic Opportunities (RISE) Project,TANZANIAROADSTOINCLUSION_TZA,TZA,transport,FUNDING_APPROVED,67,source officielle : Banque Mondiale (projets) (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 55% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),1,1,100.0,banque mondiale,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Tanzania Roads to Inclusion and Socioeconomic Opportunities (RISE) Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P507850"", ""phase"": ""FUNDING_APPROVED""}]"
2026-08-25,candidat,PT Medco Cahaya Geothermal,PTMEDCOCAHAYAGEOTHERMAL_IDN,IDN,energie,CONSTRUCTION,66,source officielle : US DFC (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 72% · phase identifiee (CONSTRUCTION) · 1 acteur(s),1,1,0,pt medco cahaya geothermal,2026-08-14,2026-08-14,DFC,"[{""titre"": ""PT Medco Cahaya Geothermal"", ""date"": ""2026-08-14"", ""lien"": ""https://www.dfc.gov/sites/default/files/media/documents/9000104747.pdf"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Sus Samarkand Waste Energy Project,SUSSAMARKANDWASTEENERGY_UZB,UZB,energie,CONSTRUCTION,66,source officielle : MIGA (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 70% · phase identifiee (CONSTRUCTION) · 1 acteur(s),1,1,0,"shanghai sus environment co., ltd",2026-07-27,2026-07-27,MIGA,"[{""titre"": ""Sus Samarkand Waste Energy Project"", ""date"": ""2026-07-27"", ""lien"": ""https://www.miga.org/project/sus-samarkand-waste-energy-project"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Republic of Congo Strengthening Urban Resilience Project,REPUBLICCONGOSTRENGTHENI_COG,COG,infrastructure,FUNDING_APPROVED,66,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 32% · phase identifiee (FUNDING_APPROVED) · 4 acteur(s),2,1,80.0,"world bank, ministry of construction, urbanism and housing, ministry of territorial development and major works, ministry of economy, planning, and regional integration",2026-08-24,2026-08-24,BMP,"[{""titre"": ""Republic of Congo Strengthening Urban Resilience Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P179190"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Republic of Congo Third Fiscal Management and Inclusive Growth DPF"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P180398"", ""phase"": """"}]"
2026-08-25,candidat,Digital Cabo Verde Project,DIGITALCABOVERDE_CPV,CPV,infrastructure,FUNDING_APPROVED,66,source officielle : Banque Mondiale (projets) (Banque de developpement) · 2 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 30% · phase identifiee (FUNDING_APPROVED) · 1 acteur(s),2,1,40.0,world bank,2026-08-24,2026-08-24,BMP,"[{""titre"": ""Digital Cabo Verde Project"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P509177"", ""phase"": ""FUNDING_APPROVED""}, {""titre"": ""Improving Connectivity and Urban Infrastructure in Cabo Verde"", ""date"": ""2026-08-24"", ""lien"": ""https://projects.worldbank.org/en/projects-operations/project-detail/P514336"", ""phase"": """"}]"
2026-08-25,candidat,Globeleq Temane Expansion CCS,GLOBELEQTEMANECCS_MOZ,MOZ,energie,CONSTRUCTION,65,source officielle : US DFC (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 68% · phase identifiee (CONSTRUCTION) · 1 acteur(s),1,1,0,globeleq,2026-08-14,2026-08-14,DFC,"[{""titre"": ""Globeleq Temane Expansion CCS TA"", ""date"": ""2026-08-14"", ""lien"": ""https://www.dfc.gov/sites/default/files/media/documents/9000116934.pdf"", ""phase"": ""CONSTRUCTION""}]"
2026-08-25,candidat,Gridworks Chimuara-Nacala Transmission,GRIDWORKSCHIMUARANACALAT_MOZ,MOZ,infrastructure,FEASIBILITY,65,source officielle : US DFC (Banque de developpement) · 1 signal(aux) · 1 source(s) distincte(s) · poids de preuve 0.95 · confiance LLM 68% · phase identifiee (FEASIBILITY) · 1 acteur(s),1,1,0,gridworks,2026-08-14,2026-08-14,DFC,"[{""titre"": ""Gridworks Chimuara-Nacala Transmission TA Project"", ""date"": ""2026-08-14"", ""lien"": ""https://www.dfc.gov/sites/default/files/media/documents/9000116935.pdf"", ""phase"": ""FEASIBILITY""}]"
