date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,pays_execution,pays_acheteur,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,justification,confiance,modele,raffine,divergence,source_mode_b,pays_execution_incertitude,publication_number,lien_avis,deadline,date_publication,statut_suivi,valeur_estimee,date_detection
2026-06-30,1.6,1.3,2.0,ignorer,immediate,faible,North Macedonia – Electricity – Electricity,Public Transport Enterprise Skopje,"MK008, MKD, MK008, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements électriques ou de services de distribution d'électricité, opérateur de réseau électrique local","Marché de fourniture d'électricité pour une entreprise de transport public locale (Skopje, capitale de Macédoine du Nord). Aucune indication de déploiement de personnel étranger, de mobilité terrain, ou d'exposition physique. Acheteur local, activité de fourniture/infrastructure urbaine, pas de contexte de risque sûreté justifiant escorte, CPO ou véhicule blindé.",0.95,claude-haiku-4-5-20251001,False,False,False,False,416934-2026,https://ted.europa.eu/en/notice/416934-2026/html,2026-07-08T15:30:00+02:00,2026-06-17+02:00,nouveau,,
2026-06-30,1.9,1.9,2.0,ignorer,indetermine,faible,Moldova – Telecommunications equipment and supplies – Echipamente de tip NGFW,Serviciul Tehnologii Informaționale,"MDA, MDA",MDA,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur de matériel réseau et cybersécurité, intégrateur système spécialisé en équipements NGFW","Marché de fourniture d'équipements informatiques (routeurs NGFW) pour un centre opérationnel de cybersécurité. Aucune présence physique de personnel étranger sur le terrain, aucune mobilité, aucun besoin d'escorte, protection rapprochée ou sécurisation de déplacements. Acheteur local moldave, marché technique fermé.",0.95,claude-haiku-4-5-20251001,False,False,False,False,417393-2026,https://ted.europa.eu/en/notice/417393-2026/html,,2026-06-18+02:00,nouveau,,
2026-06-30,3.9,4.8,3.0,ignorer,court_terme,faible,North Macedonia – Wastewater treatment plant construction work – Wastewater collection and treatment investment project in the Municipality of Stip,"Government of North MacedoniaMinistry of Finance, Central Financing and Contracting Department (CFCD)","MKD, MKZZZ, MKZZZ, MKD, MKD",MKD,etat_administration_locale,chantier,technicien,longue_ou_residente,difficile,False,"Consortium d'ingénierie civile et travaux publics européen ou international, Bureau d'études spécialisé en traitement des eaux usées, Entreprise de construction générale avec division eau et assainissement, Opérateur local avec appui technique étranger pour supervision FIDIC","Bien que le déploiement terrain soit réel et la durée longue (chantiers de construction d'infrastructure d'eau), le profil de risque sûreté reste faible : travaux en zone urbaine/péri-urbaine (Stip, Macédoine du Nord), infrastructure civile standard, pas de zone isolée ou à risque élevé. Le besoin de protection rapprochée, escorte ou véhicule blindé n'est pas justifié par le contexte géographique et opérationnel.",0.75,claude-haiku-4-5-20251001,False,False,False,False,417965-2026,https://ted.europa.eu/en/notice/417965-2026/html,2026-08-27T23:59:59+02:00,2026-06-18+02:00,nouveau,,
2026-06-30,4.5,5.5,3.5,surveiller,indetermine,faible,Germany – Foreign economic-aid-related services – 81321944-Estudios de factibilidad de proyectos de movilidad urbana sostenible en ciudades del Ecuador,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"ECU, ECU",DEU,institution_ue_onu,multi_sites,expert_international,longue_ou_residente,difficile,False,"bureau d'études en mobilité urbaine et transport durable, cabinet de conseil en transition énergétique et planification urbaine, consortium d'ingénierie européen spécialisé en projets de développement durable","Bien que le déploiement soit réel et multi-sites (quatre villes équatoriennes), l'activité est principalement du conseil technique, de la formation et du développement de normes. Les experts internationaux travaillent en étroite collaboration avec les administrations locales et institutions financières dans des environnements urbains sécurisés (capitales régionales). Aucun indicateur de risque sécurité élevé, de déplacements en zone isolée ou de besoin d'escorte/protection rapprochée n'est présent. Le marché est également verrouillé par GIZ (institution multilatérale allemande) avec sécurité gérée en interne.",0.75,claude-haiku-4-5-20251001,False,False,False,False,418620-2026,https://ted.europa.eu/en/notice/418620-2026/html,,2026-06-18+02:00,nouveau,,
2026-06-30,5.5,5.5,5.5,surveiller,indetermine,faible,Denmark – Evaluation consultancy services – Evaluation of Danish Support for Climate Change Adaptation,Ministry of Foreign Affairs of Denmark,"KEN, UGA, KEN, UGA",DNK,bailleur_donateur,multi_sites,expert_international,courte_ponctuelle,moyenne,False,"cabinet de conseil en évaluation de politiques de développement international, bureau d'études spécialisé en coopération climatique et adaptation, consortium d'experts indépendants en évaluation de l'aide au développement","Il s'agit d'une mission d'évaluation ponctuelle conduite par des consultants internationaux au Kenya et en Ouganda, deux pays à risque modéré avec des capitales relativement accessibles. Les déplacements terrain sont probables mais limités à des visites de programmes dans des zones urbaines ou péri-urbaines, sans profil de mobilité en zone isolée ou de haute insécurité justifiant une escorte armée ou une protection rapprochée. Le besoin de sûreté opérationnelle reste marginal pour ce type de mission.",0.65,claude-sonnet-4-6,True,False,False,False,420182-2026,https://ted.europa.eu/en/notice/420182-2026/html,,2026-06-18+02:00,nouveau,,
2026-06-30,5.9,5.5,7.0,surveiller,indetermine,faible,"France – Technical assistance services – Assistance technique pour le suivi, la coordination et la mise en oeuvre du programme d'appui à la politique nationale de l'eau au Maroc.",Agence Française de Développement,"MAR, MAR",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie hydraulique et gestion de l'eau, consortium d'assistance technique spécialisé en politiques publiques de l'eau, cabinet de conseil en développement international avec expertise eau et gouvernance, groupement d'experts indépendants en GIRE et ressources en eau","Le Maroc est un pays à risque sécuritaire globalement modéré pour les experts internationaux, avec une capitale et des villes principales bien sécurisées. Bien que la mission implique une présence longue et des déplacements multi-sites d'experts internationaux, le profil de risque terrain au Maroc ne justifie généralement pas le recours à des prestations d'escorte armée, de CPO ou de véhicule blindé, ce qui limite fortement l'opportunité commerciale concrète pour Amarante.",0.72,claude-sonnet-4-6,True,False,False,False,423610-2026,https://ted.europa.eu/en/notice/423610-2026/html,,2026-06-19+02:00,nouveau,,
2026-06-30,5.2,5.5,5.0,surveiller,indetermine,moyen,"Togo – Feasibility study, advisory service, analysis – Assistance technique au programme de production d'énergie renouvelable à Kpalimé","Commission européenne, INTPA - International Partnerships","TGO, anyw, anyw",TGO,institution_ue_onu,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études en ingénierie énergétique ou en énergies renouvelables avec expérience Afrique subsaharienne, consortium d'assistance technique spécialisé en gouvernance du secteur énergie, cabinet de conseil en politiques énergétiques avec expertise financement international","La mission implique des experts internationaux résidents ou fréquemment présents au Togo, avec des déplacements entre Lomé et la zone de Kpalimé ainsi que sur des sites d'infrastructure énergétique, créant un besoin réel de véhicule sécurisé et d'accompagnement chauffeur-sécurité. Le marché est institutionnel UE (INTPA), ce qui rend l'accès commercial indirect mais possible via le titulaire du marché d'assistance technique.",0.65,claude-sonnet-4-6,True,False,False,False,423978-2026,https://ted.europa.eu/en/notice/423978-2026/html,,2026-06-19+02:00,nouveau,,
2026-06-30,3.5,6.4,0.5,ignorer,indetermine,faible,"Moldova – Engineering design services for the construction of civil engineering works – Servicii de proiectare privind elaborarea proiectului de execuție pentru reparația capitală a drumului G70 Strășeni – Scoreni – Dănceni – R3, km 28,60 - 32,15","S.A. ,,Administrația Națională a Drumurilor”","MDA, MDA",MDA,etat_administration_locale,chantier,expert_international,courte_ponctuelle,difficile,False,"bureau d'études en ingénierie routière ou génie civil, local ou régional, cabinet de conception technique spécialisé en infrastructure routière, potentiellement avec appui d'experts étrangers","Il s'agit d'une mission de conception technique pour la réfection d'un tronçon routier en Moldavie, commandée par une administration locale. La mobilité terrain est réelle mais limitée à un segment routier précis en zone rurale moldave, pays à risque modéré. Le profil de déploiement est celui d'ingénieurs ou techniciens effectuant des relevés ponctuels sur un tronçon de moins de 4 km, sans indication de présence longue ni d'exposition sécuritaire significative justifiant une prestation d'escorte ou de protection rapprochée.",0.72,claude-sonnet-4-6,True,False,False,False,429854-2026,https://ted.europa.eu/en/notice/429854-2026/html,2026-06-24T10:00:00+03:00,2026-06-24+02:00,nouveau,,
2026-06-30,3.5,6.4,0.5,ignorer,indetermine,faible,"Moldova – Engineering design services for the construction of civil engineering works – Servicii de proiectare privind elaborarea proiectului de execuție pentru reparația capitală a drumului G120 R26 – Ucrainca, km 0,00 - 9,00","S.A. ,,Administrația Națională a Drumurilor”","MDA, MDA",MDA,etat_administration_locale,chantier,expert_international,courte_ponctuelle,difficile,False,"bureau d'études en ingénierie routière ou génie civil, potentiellement européen ou régional, cabinet de conception technique spécialisé en infrastructure routière, consortium d'ingénierie avec composante locale moldave et encadrement technique étranger","Il s'agit d'une mission de conception technique (études d'exécution) pour la réhabilitation d'un tronçon routier de 9 km en Moldavie, commandée par l'administration routière nationale locale. La mission implique probablement quelques relevés terrain ponctuels, mais le profil est celui d'ingénieurs en bureau d'études avec des sorties terrain limitées en zone rurale moldave, sans contexte de conflit actif ni mobilité multi-sites intensive. L'acheteur est une administration locale, le marché est vraisemblablement fermé aux prestataires de sûreté externes, et aucun signal de besoin opérationnel en escorte ou protection rapprochée n'est détectable.",0.72,claude-sonnet-4-6,True,False,False,False,431686-2026,https://ted.europa.eu/en/notice/431686-2026/html,2026-06-24T10:00:00+03:00,2026-06-24+02:00,nouveau,,
2026-06-30,1.7,1.4,2.0,ignorer,indetermine,faible,"North Macedonia – Electricity, heating, solar and nuclear energy – Electric energy",Public Enterprise for Railway Infrastructure Railways of Republic of Norh Macedonia-Skopje,"MKD, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'équipements électriques industriels, entreprise de génie électrique spécialisée en infrastructure ferroviaire","Marché de fourniture d'électricité ou d'équipements électriques pour infrastructure ferroviaire, sans indication de déploiement de personnel étranger sur le terrain. Acheteur local (administration ferroviaire macédonienne), pas de mobilité terrain identifiée, pas de présence physique d'experts internationaux attendue.",0.85,claude-haiku-4-5-20251001,False,False,False,False,441483-2026,https://ted.europa.eu/en/notice/441483-2026/html,,2026-06-26+02:00,nouveau,,
2026-06-30,1.6,1.3,2.0,ignorer,indetermine,faible,North Macedonia – Electricity – Electricity for primary and secondary schools in the Municipality of Prilep,"OOU ""Dobre Jovanoski"" - Prilep","MK005, MKD, MK005, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur d'électricité ou distributeur d'énergie local, opérateur de réseau électrique régional","Marché de fourniture d'électricité pour établissements scolaires : aucun déploiement de personnel sur le terrain, aucune mobilité, aucune exposition physique. Besoin purement logistique et administratif de fourniture d'énergie, sans composante opérationnelle de sûreté.",0.95,claude-haiku-4-5-20251001,False,False,False,False,433519-2026,https://ted.europa.eu/en/notice/433519-2026/html,,2026-06-25+02:00,nouveau,,
2026-06-30,5.9,5.9,7.0,surveiller,indetermine,faible,France – Technical assistance services – Mise en œuvre du programme de décarbonation et de transition durable de Transnet // Implementation of Transnet’s decarbonization and sustainable transition program.,Agence Française du développement,"ZAF, ZAF",FRA,bailleur_donateur,multi_sites,expert_international,longue_ou_residente,moyenne,False,"bureau d'études ou cabinet de conseil spécialisé en transition énergétique et décarbonation des transports, consortium d'ingénierie européen avec expertise ferroviaire et infrastructure, consultant senior en développement durable et stratégie industrielle pour opérateurs de transport","La mission implique probablement le déploiement d'experts internationaux en Afrique du Sud sur plusieurs sites de l'opérateur ferroviaire et portuaire Transnet, avec des déplacements potentiels vers des installations industrielles hors capitale. Toutefois, l'Afrique du Sud, bien que présentant des risques de criminalité, reste un pays avec des infrastructures de sécurité privée locales très développées et accessibles, ce qui réduit la probabilité qu'un bailleur comme l'AFD externalise spécifiquement la sûreté vers un prestataire français spécialisé.",0.45,claude-sonnet-4-6,True,False,False,False,437560-2026,https://ted.europa.eu/en/notice/437560-2026/html,,2026-06-25+02:00,nouveau,,
2026-06-30,2.2,0.9,3.5,ignorer,court_terme,faible,Germany – Design and execution of research and development – 10015168-Beratung des Wissensmanagements zur nachhaltigen Verankerung der dualen Ausbildung in Côte d'Ivoire,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"CIV, CIV",DEU,institution_ue_onu,capitale,expert_international,longue_ou_residente,difficile,False,"cabinet de conseil en développement institutionnel, bureau d'études en réforme éducative et formation professionnelle, consortium d'expertise en gouvernance et politiques publiques","Mission de conseil et d'assistance technique auprès du ministère ivoirien de la formation professionnelle, centrée sur la réforme institutionnelle, les cadres juridiques et le renforcement des capacités. Aucune mobilité terrain opérationnelle, aucun déploiement de personnel en zone à risque, aucun besoin d'escorte, de protection rapprochée ou de sécurisation de déplacements. Travail principalement documentaire et en réunions institutionnelles en capitale.",0.92,claude-haiku-4-5-20251001,False,False,False,False,439828-2026,https://ted.europa.eu/en/notice/439828-2026/html,2026-07-20T23:59:59+02:00,2026-06-26+02:00,nouveau,,
2026-06-30,3.0,0.4,5.5,ignorer,indetermine,faible,"France – Environmental engineering consultancy services – Provision of Specialized On-Demand Technical Assistance Services in Sustainable Finance, Blended Finance and Financial Architecture for the AMABIO Programme or Fourniture d'assistance technique spécialisée à la demande en finance durable, fin",EXPERTISE FRANCE,"BRA, BRA",FRA,bailleur_donateur,aucune,aucun,longue_ou_residente,difficile,False,"cabinet de conseil en finance durable, bureau d'études en ingénierie financière, consortium d'experts en blended finance","Marché d'assistance technique en finance durable et architecture financière pour le programme AMABIO. Aucune mobilité terrain identifiée : les services sont de nature consultative et documentaire (sustainable finance, blended finance structures), typiquement fournis depuis des bureaux ou via des réunions à distance. Pas de déploiement physique régulier de personnel exposé à des risques de sûreté. Besoin opérationnel de protection ou d'escorte absent.",0.92,claude-haiku-4-5-20251001,False,False,False,False,441107-2026,https://ted.europa.eu/en/notice/441107-2026/html,,2026-06-26+02:00,nouveau,,
2026-06-30,4.5,5.5,3.5,surveiller,court_terme,faible,Germany – Environmental services – 10006175 - Advancing Regional Circular Economy in Indonesia,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,"IDN, IDN",DEU,institution_ue_onu,multi_sites,expert_international,longue_ou_residente,difficile,False,"Bureau d'études en économie circulaire et gestion des déchets, Consortium d'ingénierie environnementale européen, Cabinet de conseil en politiques publiques et transition circulaire, Opérateur technique spécialisé en systèmes de responsabilité élargie du producteur","Bien que GIZ déploie probablement des experts internationaux en Indonésie sur une durée longue avec mobilité multi-sites (gouvernements locaux, sites de gestion des déchets), le profil reste celui d'une assistance technique et de conseil en politiques publiques. Aucun indice de déplacements à haut risque, de zones isolées ou de conditions justifiant une escorte, une protection rapprochée ou un véhicule sécurisé. GIZ gère généralement sa sécurité en interne via des protocoles institutionnels établis.",0.72,claude-haiku-4-5-20251001,False,False,False,False,445882-2026,https://ted.europa.eu/en/notice/445882-2026/html,2026-07-22T23:59:59+02:00,2026-06-30+02:00,nouveau,inconnu,2026-06-30
2026-06-30,5.4,4.8,6.0,surveiller,indetermine,faible,New Caledonia – Construction work for dams and similar fixed structures – STEP de Tontouta - Nouvelle Calédonie,Société Néo-Calédonienne d'Energie,"NCL, FR105, FRA",NCL,entreprise_privee,chantier,technicien,longue_ou_residente,difficile,False,"consortium d'ingénierie hydraulique et génie civil spécialisé en hydroélectricité, bureau d'études en génie électromécanique et turbines hydrauliques, entreprise de travaux publics spécialisée en ouvrages hydrauliques et barrages, groupement EPC international avec sous-traitants locaux en Nouvelle-Calédonie","Le projet se déroule en Nouvelle-Calédonie, territoire français d'outre-mer classé comme zone à risque modéré et non comme zone à risque sûreté élevé justifiant une escorte ou une protection rapprochée. Bien que le chantier soit réel, long et implique des techniciens internationaux sur site, le contexte sécuritaire local ne génère pas de besoin opérationnel typique pour Amarante (CPO, véhicule blindé, escorte armée).",0.82,claude-sonnet-4-6,True,False,False,False,447041-2026,https://ted.europa.eu/en/notice/447041-2026/html,,2026-06-30+02:00,nouveau,inconnu,2026-06-30
2026-06-30,1.6,1.3,2.0,ignorer,court_terme,faible,"North Macedonia – Gravel, sand, crushed stone and aggregates – Procurement of supplies - stone aggregate and stone flour for the production of asphalt mixtures of limestone origin",Public Enterprise for Maintenance and Protection of Main and Regional Roads - Skopje,"MK008, MKD, MK001, MK002, MK008, MK001, MK002, MK005, MKD, MKD, MKD, MKD, MKD, MKD",MKD,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"fournisseur de matériaux de construction (agrégats, granulats), carrière ou exploitation minière locale","Marché de fourniture de matériaux (agrégats et farine de pierre) pour bases d'enrobage routier. Aucun déploiement de personnel étranger, aucune mobilité terrain, aucune exposition physique identifiée. Besoin purement logistique et commercial, sans composante sûreté opérationnelle.",0.95,claude-haiku-4-5-20251001,False,False,False,False,447288-2026,https://ted.europa.eu/en/notice/447288-2026/html,2026-07-28T15:30:00+02:00,2026-06-30+02:00,nouveau,inconnu,2026-06-30
2026-07-01,4.7,5.9,3.5,surveiller,indetermine,faible,Egypt – Natural resources management or conservation strategy planning services – EU Water Sector Technical Assistance and Reforms Strengthening (EU WATER STARS-PHASE II),"European Union, represented by the European Commission on behalf of and for the account of Egypt","EGY, anyw",EGY,institution_ue_onu,multi_sites,expert_international,longue_ou_residente,difficile,False,"consortium d'assistance technique spécialisé en gestion de l'eau et gouvernance environnementale, bureau d'études européen en politiques sectorielles eau et climat, groupement d'experts en réformes institutionnelles et financement public-privé dans le secteur hydrique","L'Égypte est un pays à risque modéré et relativement stable pour ce type de mission institutionnelle ; les experts déployés travailleront principalement en capitale ou dans des bureaux institutionnels avec des déplacements terrain limités dans le cadre de la gestion de l'eau, ce qui génère un profil de risque faible. De plus, le marché est un appel d'offres restreint international piloté par la Commission européenne, avec une sécurité généralement gérée en interne par les titulaires ou les institutions, rendant l'accès commercial pour une prestation opérationnelle de sûreté très difficile.",0.72,claude-sonnet-4-6,True,False,False,False,450869-2026,https://ted.europa.eu/en/notice/450869-2026/html,,2026-07-01+02:00,nouveau,inconnu,2026-07-01
