date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,niveau_opportunite_amarante,titre,acheteur,investisseur_pays,pays_execution,type_document,categorie_es,annee_fiscale,type_client,type_mobilite,profil_personnes_exposees,duree_estimee,accessibilite_commerciale,securite_existante_detectee,profils_acteurs_probables,cible_commerciale_reelle,justification,confiance,modele,raffine,divergence,statut,valeur_estimee,publication_number,lien_avis,statut_suivi,date_detection
2026-07-27,3.2,1.5,5.0,ignorer,indetermine,faible,Al Tayf Dairy And Food Products 0,National Beverage Company,West Bank and Gaza,West Bank and Gaza,propose (SPG),B,,entreprise_privee,aucune,aucun,longue_ou_residente,difficile,False,"investisseur local avec capitaux propres, direction locale de la cible (Al-Tayf), personnel administratif et opérationnel résident","Investisseur etranger (Guarantee Holder : National Beverage Company) engageant du capital en West Bank and Gaza. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Investisseur et pays hôte sont identiques : pas de présence physique de personnel étranger expatrié. Il s'agit d'une prise de participation en equity dans une entreprise agroalimentaire locale, sans déploiement de cadres ou équipes internationales sur le terrain. Aucun besoin opérationnel de sûreté pour personnel étranger.",0.92,claude-haiku-4-5-20251001,False,False,Proposed,inconnu,MIGA:al-tayf-dairy-and-food-products,https://www.miga.org/project/al-tayf-dairy-and-food-products-0,nouveau,2026-07-27
2026-07-27,2.6,0.3,5.0,ignorer,indetermine,faible,Codelco Renewable Energy Ppas Project Second Loan,"Banco Santander,S.A.",Spain,Chile,emis (Project Brief),B,2026,entreprise_privee,aucune,aucun,longue_ou_residente,difficile,False,"Banquiers d'investissement, Gestionnaires de portefeuille crédit, Analystes risque souverain","Investisseur etranger (Guarantee Holder : Banco Santander,S.A.) engageant du capital en Chile. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Projet purement financier: garantie MIGA sur crédit syndiqué à une entreprise minière d'État. Les prêteurs (Santander, HSBC) n'ont aucune présence physique opérationnelle sur le terrain minier; ils interviennent au niveau de la structure de financement et du monitoring administratif. Aucun déploiement de personnel expatrié, aucune supervision de chantier ou d'exploitation.",0.95,claude-haiku-4-5-20251001,False,False,Active,US$859.14 million,MIGA:codelco-renewable-energy-ppas-project-second-loan,https://www.miga.org/project/codelco-renewable-energy-ppas-project-second-loan,nouveau,2026-07-27
2026-07-27,2.2,0.4,4.0,ignorer,indetermine,faible,Sustainability Linked Loan project,Standard Chartered (Hong Kong) Limited,"Hong Kong SAR, China",Côte d&#039;Ivoire,inconnu,C,2025,entreprise_privee,aucune,aucun,indetermine,difficile,False,"institution financière internationale, gestionnaire de portefeuille de crédit","Investisseur etranger (Guarantee Holder : Standard Chartered (Hong Kong) Limited) engageant du capital en Côte d&#039;Ivoire. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Garantie MIGA de type NHFO-SFO : instrument de couverture financière contre défaut de paiement souverain. Standard Chartered intervient comme créancier/financier, non comme opérateur terrain. Aucun déploiement physique de personnel expatrié identifié ; risque politique couvert par assurance, non par présence opérationnelle.",0.92,claude-haiku-4-5-20251001,False,False,Active,EUR372.9 million,MIGA:sustainability-linked-loan-project,https://www.miga.org/project/sustainability-linked-loan-project-0,nouveau,2026-07-27
2026-07-27,2.0,0.4,3.5,ignorer,indetermine,faible,Nh Sfo Second Loss Inclusive And Resilient Job Creation Development Policy Financing,Commercial lenders yet to be identified,Countries yet to be identified,Rwanda,inconnu,C,2026,institution_ue_onu,aucune,aucun,longue_ou_residente,difficile,False,"Institutions financières multilatérales, Gouvernement rwandais (bénéficiaire final)","Investisseur etranger (Guarantee Holder : Commercial lenders yet to be identified) engageant du capital en Rwanda. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Projet de financement politique (DPF) sans déploiement physique d'équipes expatriées. Les prêts sont accordés au gouvernement rwandais pour des réformes macroéconomiques, non pour des opérations industrielles ou de chantier exposant du personnel étranger.",0.95,claude-haiku-4-5-20251001,False,False,Proposed,US$400 million,MIGA:nh-sfo-second-loss-inclusive-and-resilient-job-creation-development-policy-financing,https://www.miga.org/project/nh-sfo-second-loss-inclusive-and-resilient-job-creation-development-policy-financing,nouveau,2026-07-27
2026-07-27,1.7,0.9,2.5,ignorer,indetermine,faible,Ethiopia Emission Reductions Credit,Lenders yet-to-be identified,Countries yet to be identified,Ethiopia,propose (SPG),C,2027,institution_ue_onu,aucune,aucun,indetermine,difficile,False,"analystes financiers basés au siège, gestionnaires de portefeuille de crédits carbone","Investisseur etranger (Guarantee Holder : Lenders yet-to-be identified) engageant du capital en Ethiopia. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Projet de transaction de crédits carbone souverains : structure purement financière sans déploiement physique de personnel étranger sur le terrain. Aucune présence opérationnelle, supervision de chantier ou assistance technique requise en Éthiopie.",0.95,claude-haiku-4-5-20251001,False,False,Proposed,inconnu,MIGA:ethiopia-emission-reductions-credit,https://www.miga.org/project/ethiopia-emission-reductions-credit,nouveau,2026-07-27
2026-07-27,1.5,0.4,2.5,ignorer,indetermine,faible,Setrag Gabon 3,Investisseur MIGA (non precise),,GAB,inconnu,,,autre,aucune,aucun,indetermine,difficile,False,"investisseur non identifié, entité projet inconnue","Investisseur etranger (Guarantee Holder : Investisseur MIGA (non precise)) engageant du capital en GAB. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","L'absence totale de données sur le projet, l'investisseur, la catégorie E&S et la nature de l'activité ne permet pas d'établir un déploiement terrain réel ni d'identifier des personnes exposées. Aucune opportunité opérationnelle ne peut être qualifiée en l'état.",0.05,claude-sonnet-4-6,True,False,,inconnu,MIGA:setrag-gabon,https://www.miga.org/project/setrag-gabon-3,nouveau,2026-07-27
2026-07-27,1.4,0.3,2.5,ignorer,indetermine,faible,Timor Leste Solar And Bess 0,Investisseur MIGA (non precise),,TLS,inconnu,,,autre,aucune,aucun,indetermine,difficile,False,"investisseur non identifié, entité projet inconnue","Investisseur etranger (Guarantee Holder : Investisseur MIGA (non precise)) engageant du capital en TLS. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Les données du projet sont quasi inexistantes : investisseur, nature de l'activité, catégorie E&S et type de document sont tous non renseignés. En l'absence de tout indice sur une présence physique de personnel étranger au Timor-Leste, il est impossible de caractériser un besoin opérationnel de sûreté.",0.1,claude-sonnet-4-6,True,False,,inconnu,MIGA:timor-leste-solar-and-bess,https://www.miga.org/project/timor-leste-solar-and-bess-0,nouveau,2026-07-27
2026-07-27,1.2,0.4,2.0,ignorer,indetermine,faible,Kyrgyz Republic Non Honoring Sovereign Financial Obligations Second Loss Guarantee,Commercial lenders yet to be identified,Countries yet to be identified,Kyrgyz Republic,inconnu,C,2027,etat_administration_locale,aucune,aucun,longue_ou_residente,difficile,False,"agents de banque de développement, représentants administratifs gouvernementaux","Investisseur etranger (Guarantee Holder : Commercial lenders yet to be identified) engageant du capital en Kyrgyz Republic. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.",Projet de financement souverain (prêt à gouvernement dans cadre IDA) sans déploiement d'équipes ou d'actifs privés sur le terrain. Aucune présence physique d'expatriés ou de personnel technique exposé à mobilité terrain.,0.95,claude-haiku-4-5-20251001,False,False,Proposed,US$333 million,MIGA:kyrgyz-republic-non-honoring-sovereign-financial-obligations-second-loss-guarantee,https://www.miga.org/project/kyrgyz-republic-non-honoring-sovereign-financial-obligations-second-loss-guarantee,nouveau,2026-07-27
2026-07-27,1.1,0.3,2.0,ignorer,indetermine,faible,Nh Sfo Second Loss Enabling Private Sector Investment And Growth Job Creation Development,Commercial lenders yet to be identified,Countries yet to be identified,Argentina,inconnu,C,2026,etat_administration_locale,aucune,aucun,longue_ou_residente,difficile,False,"Analystes financiers en siège, Agents de conformité administrative","Investisseur etranger (Guarantee Holder : Commercial lenders yet to be identified) engageant du capital en Argentina. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Instrument financier pur (prêt de développement politique) sans déploiement opérationnel, actifs ou équipes sur le terrain. Le bénéficiaire est l'État argentin, non un investisseur privé exécutant un projet. Aucune présence physique de personnel étranger requise.",0.95,claude-haiku-4-5-20251001,False,False,Proposed,inconnu,MIGA:nh-sfo-second-loss-enabling-private-sector-investment-and-growth-job-creation-development,https://www.miga.org/project/nh-sfo-second-loss-enabling-private-sector-investment-and-growth-job-creation-development,nouveau,2026-07-27
2026-07-27,0.7,0.3,1.0,ignorer,indetermine,faible,Metro De Santiago,Lenders yet-to-be identified,Countries yet to be identified,Chile,propose (SPG),A,2027,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"consortium de prêteurs commerciaux internationaux, gestionnaire de projet financier côté bailleur","Investisseur etranger (Guarantee Holder : Lenders yet-to-be identified) engageant du capital en Chile. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Investissement financier structuré (prêts non-actionnaires) à une entité publique établie (Metro de Santiago). Aucun déploiement de personnel expatrié, aucune présence physique opérationnelle sur terrain, aucune supervision de chantier ou assistance technique décrite. Le risque politique est couvert par la MIGA mais ne génère pas de besoin de sûreté opérationnelle.",0.95,claude-haiku-4-5-20251001,False,False,Proposed,inconnu,MIGA:metro-de-santiago,https://www.miga.org/project/metro-de-santiago,nouveau,2026-07-27
2026-07-27,0.7,0.4,1.0,ignorer,indetermine,faible,Nh Sfo Second Loss Angola Resilient And Inclusive Growth,Commercial lenders yet to be identified,Countries yet to be identified,Angola,inconnu,C,2026,etat_administration_locale,aucune,aucun,indetermine,difficile,False,"Agents de banques commerciales (siège), Fonctionnaires du Trésor angolais","Investisseur etranger (Guarantee Holder : Commercial lenders yet to be identified) engageant du capital en Angola. Cible directe : cet investisseur et l'entreprise projet, qui deploieront cadres et actifs sur zone a risque.","Instrument de financement de politique publique (DPF) accordé directement à l'État angolais, sans projet industriel, minier ou d'infrastructure sous-jacent identifié. Aucun déploiement de personnel expatrié sur terrain n'est décrit ou impliqué par la structure du prêt.",0.85,claude-haiku-4-5-20251001,False,False,Proposed,US$400 million,MIGA:nh-sfo-second-loss-angola-resilient-and-inclusive-growth,https://www.miga.org/project/nh-sfo-second-loss-angola-resilient-and-inclusive-growth,nouveau,2026-07-27
